id,text,bot_classification,bot_score,is_anomaly_iforest,is_anomaly_dbscan,max_similarity,is_duplicate,text_length
216,PORKY PRESIDENTE,Alta sospecha (ambos),2,1,1,1.0,1,16
217,ejemplo de ser humano 💪💙💪💙,Normal,0,0,0,0.5351734635171463,0,26
218,me cae exelente este señor votaré por el,Normal,0,0,0,0.451691103271452,0,40
219,molia azúcar? era dueño de alguna fabrica o alquilaba,Sospecha media (uno),1,1,0,1.0,1,53
220,Alguien de pueblo y univ estatal q se esforzo como muchos jovenes siguen lichando ahora. Asi q no nos equivoquemos al votar otra vez 😎,Sospecha media (uno),1,1,0,1.0000000000000002,1,134
221,"👌👌💕lo máximo, mi futuro presidente 🥰🥰🙏🙏",Alta sospecha (ambos),2,1,1,1.0,1,39
222,así se hacen grandes con esfuerzo,Normal,0,0,0,1.0000000000000002,1,33
223,Grande Rafael!,Normal,0,0,0,1.0000000000000002,1,14
224,Ejemlo a seguir,Normal,0,0,0,1.0,1,15
225,Quien se hizo millonario trabajando ese cuento de RLA,Normal,0,0,0,1.0000000000000002,1,53
226,yo vine a vender en un mercado y a estivar para poder tener pasaje e ir a una Nacional tambien.,Normal,0,0,0,1.0,1,95
227,el Papa no lo recibió ... punto,Normal,0,0,0,1.0000000000000002,1,31
228,y lo que te regaló Fujimori?,Normal,0,0,0,1.0,1,28
229,que me den la concesión de los ferrocarriles y me vuelvo empresario,Normal,0,0,0,1.0000000000000002,1,67
230,"jiji, cualquiera le cree",Normal,0,0,0,1.0000000000000002,1,24
231,Los chiclayanos lo recordamos así.,Normal,0,0,0,1.0000000000000002,1,34
232,desde abajo 😂,Normal,0,0,0,0.9238745748875967,0,13
233,Casi lloro 😏,Normal,0,0,0,0.0,0,12
234,Porky presidente,Normal,0,0,0,1.0,1,16
235,porkyyy unicooooo,Normal,0,0,0,0.0,0,17
236,Excelente 🫶,Normal,0,0,0,0.0,0,11
237,Rafael presidente en primera vuelta ♥♥,Normal,0,0,0,0.7769423571239653,0,38
238,Porky presidente 2026,Normal,0,0,0,1.0000000000000002,0,21
239,"Eres un crack!
No cualquiera sale de la UDEP en 4 años.",Normal,0,0,0,1.0000000000000004,1,55
240,quieras o no rafael sera nuestro presidente 2026,Normal,0,0,0,1.0,1,48
241,Ni pizca de lo que dices que era en antaño. Corruptos al mango la unp,Normal,0,0,0,0.439702112048856,0,69
242,...y serás el mejor presidente del Perú y en primera vuelta 👍,Normal,0,0,0,1.0,1,61
243,porque le faltBs puntos para ser becado,Normal,0,0,0,1.0000000000000002,1,39
244,algun detractor?,Alta sospecha (ambos),2,1,1,0.0,1,16
245,"Vamos Rafael, sería un lujo tenerte de Presidente del Perú 🇵🇪",Normal,0,0,0,0.5422085809832988,0,61
246,vamos sr. presidente López Aliaga,Normal,0,0,0,1.0000000000000002,1,33
247,Porky presidente 🇵🇪💪,Normal,0,0,0,1.0,0,20
248,Rafael presidente,Normal,0,0,0,1.0,1,17
249,López ALIAGA PRESIDENTE 🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,Normal,0,0,0,0.8531531071421588,0,36
250,quien le cree,Normal,0,0,0,1.0000000000000002,1,13
251,Porky 2026,Normal,0,0,0,1.0,1,10
252,grande rafael,Normal,0,0,0,1.0000000000000002,0,13
253,Porky es clave,Normal,0,0,0,0.6027604764056209,0,14
254,Porki Presidente,Normal,0,0,0,1.0,0,16
255,Rafael lopez aliaga presidente,Normal,0,0,0,1.0000000000000002,0,30
256,libertad latamm,Normal,0,0,0,0.0,0,15
257,Porky presidente,Normal,0,0,0,1.0,1,16
258,Rafael presidente,Normal,0,0,0,1.0,1,17
259,"Y cuando se trepó al gobierno corrupto de Fujimori, para que tenga la fortuna corrupta?",Sospecha media (uno),1,1,0,1.0,1,87
260,La UNPRG no es de chiclayo pues Rafael... es de LAMBAYEQUE...,Normal,0,0,0,0.4024064619550395,0,61
261,Rafael Presidente...,Normal,0,0,0,1.0,1,20
262,12 mil $ moliendo azúcar … le creen …? Jajaja,Normal,0,0,0,0.6920156442610254,0,45
263,PORKY PRESIDENTE,Alta sospecha (ambos),2,1,1,1.0,1,16
264,presidente presidente Rafael,Normal,0,0,0,0.856857703017331,0,28
265,Grande Rafael mi próximo PRESI,Normal,0,0,0,0.7477606746201952,0,30
266,Porky 2026 ❤️🇵🇪♥️🩵🩵,Normal,0,0,0,1.0,1,19
267,Mi futuro Presidente 🇵🇪🇵🇪🇵🇪,Normal,0,0,0,1.0000000000000002,0,27
268,EMPRESARIO JAJAJJAJAJAJ,Sospecha media (uno),1,1,0,0.6674096271160591,0,23
269,UN CRACK 😎,Normal,0,0,0,0.47156291045821097,0,10
270,Futuro presidente del Perú.,Normal,0,0,0,0.9651413350032974,0,27
271,RAFAEL PRESIDENTE,Sospecha media (uno),1,1,0,1.0,0,17
272,Hahaha😂😂😂😂,Sospecha media (uno),1,1,0,0.0,1,10
273,Porky presidente,Normal,0,0,0,1.0,1,16
274,RLA Presidente!,Normal,0,0,0,0.8972467753290048,0,15
275,😈😈,Normal,0,0,0,0.0,1,2
276,PORKI presidente 💯,Normal,0,0,0,1.0,0,18
277,"este tío ha sido de plata, es blanco y tiene buen apellido, sino que quiere pegarla de que salió de la pobreza",Normal,0,0,0,0.42850561625529476,0,110
278,Porky 2026,Normal,0,0,0,1.0,1,10
279,Rafita fue profe de la UNI,Normal,0,0,0,0.41990999629882164,0,26
280,¡ PORKY PRESIDENTE !,Alta sospecha (ambos),2,1,1,1.0,0,20
281,Rafael presidente un hombre con valores,Normal,0,0,0,1.0,1,39
282,No pasa Nada,Normal,0,0,0,0.6953142805484323,0,12
283,está elección voto x ti Porky,Normal,0,0,0,0.508371357443069,0,29
284,Rafael López Aliaga presidente del Perú,Normal,0,0,0,1.0,0,39
285,el que quiere salir adelante se esfuerza se sacrifica para luego ver los buenos resultados,Normal,0,0,0,0.493650662779243,0,90
286,"Se hizo millonario comprando chatarra alquilando playas artificiales, etc...",Normal,0,0,0,0.7173908100795737,0,76
287,"Rafael es un hombre ejemplar., Presidente 2026.🇵🇪",Normal,0,0,0,0.5266351443551897,0,49
288,"no estoy en contra de el no veo ninguna obra que haya hecho para lima menos que haya cumplido sus promesas, y de gestión publica cero",Normal,0,0,0,0.3841836376209086,0,133
289,"nunca votaria por prky, por que si como alcalde no hiso nada como presidente tampoco hara nada😂😂",Normal,0,0,0,0.4354574771406383,0,96
290,porky presidente🥰🥰,Normal,0,0,0,1.0,0,18
291,"Enserio existe gente que aun cree en el, pese a que se sabe lo corrupto que es. ¿Qué les pasa?",Normal,0,0,0,0.45504405416295957,0,94
292,el 12 de eoctubre se confirma el gran fracazo de porky oficial. Potencia brutal....,Normal,0,0,0,0.4971312530426702,0,83
293,Rafael López Aliaga eres un hombre sabio y lo principal tienes a dios en el corazón ❤️presidente 2026,Normal,0,0,0,0.5345994279997127,0,101
294,Rafael López Aliaga sería un Presidente de lujo. Si revisan la lista de candidatos y sus hojas de vida no hay uno que se acerque por lo menos al 20% de los conocimientos y experiencia laboral que tiene. Llama la atención su gran capacidad de gestión. Los que desmienten sus obras se oponen al desarrollo sin comprender que es indispensable el bienestar familiar.,Sospecha media (uno),1,1,0,0.3887435000413732,0,362
295,la verdad yo desdé argentina tiene apoyo,Normal,0,0,0,0.3705887331296816,0,40
296,👏👏👍🥰🥰🥰🥰 bien ..viva Rafael López Aliaga... presidente del Perú ♥️♥,Sospecha media (uno),1,0,1,0.8480925691886472,0,66
297,LIMA POTENCIA BRUTAL 😂,Sospecha media (uno),1,1,0,0.7575179168746132,0,22
298,hermosa historia 🥰🥰🥰🥰🥰🥰,Normal,0,0,0,0.5537706697544942,0,23
299,PORKY PRESIDENTE,Alta sospecha (ambos),2,1,1,1.0,1,16
300,Doble discurso 😂,Normal,0,0,0,0.0,0,16
301,Ningun candidato tiene estos méritos …más aún está haciendo política por el Perú ..y por el amor a Dios,Normal,0,0,0,0.394565299305773,0,103
302,Bien Rafael,Normal,0,0,0,1.0,0,11
303,Bien Porki 👏👏,Normal,0,0,0,0.443962588144807,0,13
304,🤣🤣🤣🤣🤣🤣 Hay pobrecitoo,Normal,0,0,0,0.7640685031214588,0,21
305,🇵🇪 🇵🇪 🇵🇪 SOMOS LOS MEJORES 🇵🇪 🇵🇪 🇵🇪,Alta sospecha (ambos),2,1,1,0.780467427696117,0,35
306,nunca más,Normal,0,0,0,0.45345182788542,0,9
307,vamos porki 💙 no hay más 💙,Sospecha media (uno),1,0,1,0.4140541858363234,0,26
308,RAFAEL PRESIDENTE 2026 💙💙💙,Alta sospecha (ambos),2,1,1,1.0,1,26
309,aku di mana,Normal,0,0,0,0.0,0,11
310,Rafael López Aliaga presidente del Perú 2026,Normal,0,0,0,0.8781880200196681,0,44
311,voy a votar por ti,Normal,0,0,0,0.31031468411997637,0,18
312,"Ser perseverante no es igual a ser inteligente, aunque muchos no distingan bien la diferencia, por eso dicen que su gestión municipal es buena, a pesar de haber comprado alimentos en mal estado y chatarras, haciendo piscinas insalubres y obras a medio construir.
Confunden a lo que se le podria llamar eficacia, a lo mucho, con eficiencia, pero como buen empresario que vende humo, ataranta a muchos diciendo que es un genio para solucionar problemas, pero de qué manera?",Alta sospecha (ambos),2,1,1,1.0,1,471
313,LA HISTORIA Q SE CONOCE ES Q CIPRIANI PAGO SU UNIVERSIDAD .,Normal,0,0,0,0.5537706697544942,0,59
314,Rafael López Aliaga próximo presidente del Perú 2026,Normal,0,0,0,0.9084270358233812,0,52
315,Amén 🙏🙌 Dios lo Bendiga Siempre Ing Rafael López Aliaga 🤝👏👏👏 Un Valiente Peruano 🇵🇪💪 💪 Trabajador y Perseverante 💪🇵🇪🙌🙏 Bendiciones 🙏🙌,Alta sospecha (ambos),2,1,1,0.5057802543836036,0,133
316,tendrás mi voto,Normal,0,0,0,0.8568325703245789,0,15
317,universidad de Piura es la voz,Normal,0,0,0,0.5922906615295517,0,30
318,Rafael López Aliaga será presidente!!!,Normal,0,0,0,0.7973446060674828,0,38
319,"Profe Rafael, cuentan mis viejos profesores que se enseñaron en la UDEP de Piura no llegabas a clases?",Sospecha media (uno),1,1,0,1.0,1,102
320,"VOTO RESPONSABLE, VOTO SÓLIDO",Sospecha media (uno),1,1,0,0.6100303235526199,0,29
321,🇵🇪 RAFAEL LOPEZ ALIAGA PRESIDENTE DEL PERU EN PRIMERA VUELTA 🇵🇪,Alta sospecha (ambos),2,1,1,0.6181915684434567,0,63
322,Rafael López Aliaga futuro presidente del Perú 🇵🇪 2026,Normal,0,0,0,0.8399170102861248,0,54
323,Por qué dicen que Porky es un buen alcalde si todo Lima parece un mercado lleno de informalidad el parque cívico Abancay un caos de triciclos cn megáfonos y así más ! De seguridad ni hablar,Normal,0,0,0,0.39793099951998434,0,189
324,la gente tampoco tiene plata para pagar papaeletas de velocidad esa plata es para pagar los estudios de sus hijos,Normal,0,0,0,0.3171847012981765,0,113
325,"no entiendo como alguna gente prefiere a castillo q a rafael un hombre muy destacado en todo lo que hizo, el otro apenas puede hablar con esfuerzo.",Normal,0,0,0,0.2785184152970405,0,147
326,PORKY PRESIDENTE 😁,Alta sospecha (ambos),2,1,1,1.0,0,18
327,Porky 2026 es la clave,Normal,0,0,0,0.7279178877466694,0,22
328,"La mejor motivación es el hambre. Me quedaré con esa frase, bien RLA.",Normal,0,0,0,0.40526101716656937,0,69
329,"Votemos por Porky
un Empresario a carta cabal",Normal,0,0,0,0.6674096271160591,0,45
330,,Normal,0,0,0,0.0,1,0
331,chanchito presidente del Perú 2026 =2031 el pais no deja de crecer,Normal,0,0,0,0.725671776906807,0,66
332,Porky Presidente en primera vuelta.....¡¡¡Vamos Perú!!!,Normal,0,0,0,0.7769423571239653,0,55
333,no se su palabra no es para creer a lo largo de sus campañas políticas el mismo se contradijo y se olvidó de sus actos,Normal,0,0,0,0.3984096292800395,0,118
334,,Normal,0,0,0,0.0,1,0
335,,Normal,0,0,0,0.0,1,0
336,No votes por ninguno de estos partidos !!,Normal,0,0,0,0.5656604261720155,0,41
337,Porky el terror de la mafia roja caviar izquierdista filo terrorista que dirige el delincuente comunista filo terruco Gustavo Gorriti compinche de la mafia de ODEBRECHT.,Normal,0,0,0,0.6363995131876985,0,169
338,"lloren rojos, lloren. está vez no habrá Castillo que los salve!",Normal,0,0,0,0.4078445939837512,0,63
339,Porky presidente el si trabaja😂😁😁,Normal,0,0,0,0.5740915090821359,0,33
340,buena,Normal,0,0,0,0.4973295508344346,0,5
341,,Normal,0,0,0,0.0,1,0
342,Él es el cambio,Normal,0,0,0,0.4151537382591155,0,15
343,Porky es un gran ejemplo a seguir,Normal,0,0,0,0.5428388597967141,0,33
344,Rafael Presidente del Peru 🇵🇪💖✝,Normal,0,0,0,1.0000000000000002,1,31
345,no aprendió nadae,Normal,0,0,0,1.0,1,17
346,Porky Presidente Obras SI unidos lo Lograremos,Normal,0,0,0,1.0000000000000002,1,46
347,Porky presidente,Normal,0,0,0,1.0,1,16
348,"ya, ahora paga tu deuda con SUNAT",Normal,0,0,0,1.0000000000000002,1,33
349,Grande nuestro Porky 😍🇵🇪💪👏🩵🥰,Normal,0,0,0,0.4072443825824958,0,28
350,💜Rafael Lopez Aliaga Presidente 💕,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,33
351,Lo mejor que le pasó es no haber estado en la católica sino hubiéramos perdido a Rafael y lo hubieran adoctrinado,Normal,0,0,0,0.39854286669998773,0,113
352,@Isaac dime uno como él bro...,Alta sospecha (ambos),2,1,1,0.4258865734471566,0,30
353,@Richard Yarlaqué,Alta sospecha (ambos),2,1,1,0.0,0,17
354,@st 🤣,Alta sospecha (ambos),2,1,1,0.0,0,5
355,🥰🥰🥰,Normal,0,0,0,0.0,1,3
356,😁😁😁,Normal,0,0,0,0.0,1,3
357,💪💪💪,Normal,0,0,0,0.0,1,3
358,🥰,Normal,0,0,0,0.0,1,1
359,💯💯💯,Normal,0,0,0,0.0,1,3
360,☺,Normal,0,0,0,0.0,0,1
361,✨,Normal,0,0,0,0.0,0,1
362,😳😳😳,Normal,0,0,0,0.0,1,3
363,❤,Normal,0,0,0,0.0,0,1
364,❤️,Normal,0,0,0,0.0,0,2
365,🥰,Normal,0,0,0,0.0,1,1
366,👏👏👏,Normal,0,0,0,0.0,1,3
367,😂😂😂😂,Normal,0,0,0,0.0,0,4
368,@Rafael López Aliaga,Alta sospecha (ambos),2,1,1,1.0000000000000002,0,20
369,😂😂😂,Normal,0,0,0,0.0,1,3
370,😂😂😂,Normal,0,0,0,0.0,1,3
371,😂😂😂,Normal,0,0,0,0.0,1,3
372,😳😳😳,Normal,0,0,0,0.0,1,3
373,🥰,Normal,0,0,0,0.0,1,1
374,😌😌😌,Normal,0,0,0,0.0,0,3
375,😁😁😁,Normal,0,0,0,0.0,1,3
376,😳😳😳,Normal,0,0,0,0.0,1,3
377,😳,Normal,0,0,0,0.0,0,1
378,🥰,Normal,0,0,0,0.0,1,1
379,PORKY EL PUEBLO ESTA CONTIGO PRESIDENTE,Normal,0,0,0,0.4742848262381152,0,39
380,vamos porky,Normal,0,0,0,1.0,1,11
381,Rafael López Aliaga Presidente 2026,Normal,0,0,0,0.8290224008782463,0,35
382,🥰,Normal,0,0,0,0.0,1,1
383,@Rafael López Aliaga PRÓXIMO PRESIDENTE DEL PERÚ 🇵🇪,Alta sospecha (ambos),2,1,1,0.9084270358233812,0,51
384,🥰🥰🥰,Normal,0,0,0,0.0,1,3
385,😂,Normal,0,0,0,0.0,1,1
386,🇵🇪💖,Normal,0,0,0,0.0,0,3
387,💪,Normal,0,0,0,0.0,0,1
388,🥰🥰🥰,Normal,0,0,0,0.0,1,3
389,💯💯💯,Normal,0,0,0,0.0,1,3
390,😂😂😂,Normal,0,0,0,0.0,1,3
391,😂,Normal,0,0,0,0.0,1,1
392,🥰🥰🥰,Normal,0,0,0,0.0,1,3
393,😳😳😳,Normal,0,0,0,0.0,1,3
394,😂,Normal,0,0,0,0.0,1,1
395,💯💯💯,Normal,0,0,0,0.0,1,3
396,👍👍👍👍👍👍🙏,Normal,0,0,0,0.0,1,7
397,👍,Normal,0,0,0,0.0,1,1
398,"@Rafael López Aliaga-Presidente2026
@RegionLaLibertad-Presente",Alta sospecha (ambos),2,1,1,1.0000000000000002,1,62
399,Rafael López Aliaga presidente!!,Normal,0,0,0,1.0000000000000002,0,32
400,😁,Normal,0,0,0,0.0,1,1
401,@RafaelPresidente_2026,Alta sospecha (ambos),2,1,1,0.0,1,22
402,😳😳😳,Normal,0,0,0,0.0,1,3
403,😂😂😂😂😂😂😂😂,Normal,0,0,0,0.0,1,8
404,Por eso votaré por @Rafael López Aliaga 👏,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,41
405,🥰🥰🥰,Normal,0,0,0,0.0,1,3
406,🥰🥰🥰,Normal,0,0,0,0.0,1,3
407,👍👍👍,Normal,0,0,0,0.0,1,3
408,👏👏👏,Normal,0,0,0,0.0,1,3
409,💪💪💪,Normal,0,0,0,0.0,1,3
410,🥰🥰🥰,Normal,0,0,0,0.0,1,3
411,🤣🤣🤣🤣,Normal,0,0,0,0.0,1,4
412,MAS OBRAS EN TODO EL PAIS🩵🩵POR MENOS MINISTERIOS Y HALLA DINERO PARA OBRAS 🩵🩵 RAFAEL LOPEZ ALIAGA. LA.MEJOR OPCION,Normal,0,0,0,0.3942636498387054,0,114
413,Dios te bendiga grandemente Rafael López Aliaga Presidente del Peru,Normal,0,0,0,0.5684261030051643,0,67
414,ERES EL MEJOR RAFAEL LÓPEZ ALIAGA PRESIDENTE DEL PERÚ 🇵🇪 2026,Sospecha media (uno),1,1,0,0.8423030378186442,0,61
415,"En el Perú necesitamos Infraestructura, EDUCACION, Limpieza, y CORRUPCION ""0"". Leyes máximas para el Crimen y Corruptos!!! Y Rafael López Aliaga cómo PRESIDENTE. !!!!!",Alta sospecha (ambos),2,1,1,0.5181600777647596,0,167
416,Rafael López Aliaga R Presidente del Perú 🇵🇪,Normal,0,0,0,1.0,0,44
417,"Yo estoy votando por Porky, porque no quiero ver al fujimorismo en segunda vuelta 🗿🗿",Normal,0,0,0,0.2665361419706498,0,84
418,"En 1ra vuelta 🇵🇪 2026
A sumarse como personeros, a nivel nacional, inscribirse en el local del partido de cada localidad.👍",Sospecha media (uno),1,0,1,0.4287900465919287,0,122
419,🩵 Presidente del Perú 2026 Rafael López Aliaga 🩵 gracias 🙏👏👏👏,Normal,0,0,0,0.8699507778740379,0,61
420,keiko 2026 2050,Normal,0,0,0,0.3776661007686155,0,15
421,"Dios por favor nuestro sufrido pais necesita un hombre inteligente ,con congestion y con fortaleza, por favor hagamos que llegue a la presidencia 🇵🇪🇵🇪🇵🇪🇵🇪🩵🩵🩵🩵",Normal,0,0,0,0.5300368264202279,0,158
422,"Ojalá El Perú sea más consciente en quien votar ,Aliaga es hombre instruido,culto y ha sacado 270proyectos en menos de 3años como alcalde.",Normal,0,0,0,0.2571707100459145,0,138
423,"ME CONVENCI AHORA YA SE POR QUIEN VOTAR
PORKY PRESIDENTE 🙏🙏🙏🙏",Normal,0,0,0,0.4104165959049289,0,61
424,xkremnto,Normal,0,0,0,0.0,1,8
425,"Porky, el mesías de la libertad mental. No más pobres en un país rico, realidad o ilusión. 😎🇵🇪💙👍",Normal,0,0,0,0.6363995131876985,0,96
426,RAFAEL LÓPEZ ALIAGA FUTURO PRESIDENTE DEL PERÚ DIGNO DE SEGUIR SUS PASOS NOS AYUDARÁ A LIMPIAR EL PAÍS DE TODA ESTA PORQUERÍA QUE HA SEMBRADO LA IZQUIERDA COMUNISTA TERRORISTA,Sospecha media (uno),1,1,0,0.48570875402254216,0,175
427,"PORKI VOTARÉ PIR PORKI???
PORKI NO ES RATERO!!!
LEI TAMBIÉN SU ""HOJA DE VIDA"" Y AL COMPARARLA EMPECÉ A ""COMPARTIR"" SU TRABAJO COMO ALCALDE PARA Q ""TODOS"" LOS OCIOSOS SUPIERAN !!! LES SIGO LLEVANDO ""EL PLATO"" A SU CAMA !!!",Alta sospecha (ambos),2,1,1,0.368645581285457,0,221
428,PORKY PRESIDENTE PRIMERA VUELTA,Normal,0,0,0,0.7081337713505005,0,31
429,q buenooo. un. hombreeee que emlrzooo de abajo. un. hombre. q conoce vpobreza dice muchooo,Normal,0,0,0,0.5767096844686014,0,90
430,Testaferro de Alberto fujimori. Xd palos que no saben,Normal,0,0,0,0.4675520168856804,0,53
431,Porki a ti no te importa la gente pobre tampoco quieres hacer algo por ellos si la verdad te dan nauseas,Normal,0,0,0,0.3508965888956122,0,104
432,"El cerdo tiene buenas propuestas, pero lamentablemente su palabra no vale nada, si no miren como dejó Lima, endeudado, caos, ambulantes por todos lados, inseguridad, dijo que Lima sería potencia mundial, pero dejo solo en potencia del caos e inseguridad. No sé dejen engañar por un charlatán y lo peor el y su gente te insultan si piensas diferente a ellos, ese tipo de presidente desean? Es tiempo de reflexionar.",Alta sospecha (ambos),2,1,1,0.4410916494681742,0,414
433,este ladrón corrupto es testaferro de fujimori y Vladimiro Montesinos le dieron gratis el mejor hotel del cuzco y el tren gratis,Normal,0,0,0,0.26618108976623783,0,128
434,"No necesita plata para robar viva Porky no es como,Acuña el enano que se quiere atragantar de dinero",Normal,0,0,0,0.35299216933942273,0,100
435,"El cuento de Toledo que era lustrador de botas y ahora este mitómano con su narrativa, es un fanfarrón y la periodista también primer puesto de la Universidad de lima, pero se nota de lejos que son personas especiales que necesitán urgente un tratamiento psicológico.",Normal,0,0,0,0.4136661127436917,0,267
436,AHORA LOS NECIOS Y TESTARUDOS DIRAN QUE PORKY ES UN RATERO .... ESTE SR. ES UN EJEMPLO DE ESFUERZO DE HUMILDAD Y ESFUERZO ...,Normal,0,0,0,0.569013113139071,0,125
437,EL COMANDO DE LOS CERROS CON PORKY PRESIDENTE,Sospecha media (uno),1,1,0,0.5618733997485788,0,45
438,Grupo romero??,Alta sospecha (ambos),2,1,1,0.0,0,14
439,Porky Presidente 💕💕💕💕💕💕,Normal,0,0,0,1.0,0,23
440,Porky Presidente !! 2026,Normal,0,0,0,1.0000000000000002,0,24
441,tienen algún grupo de WhatsApp??,Sospecha media (uno),1,0,1,0.4205637515822729,0,32
442,"yo pensé que lo que se milia, era la caña de azúcar..",Normal,0,0,0,0.5015271634786383,0,53
443,"RAFAEL LÓPEZ por favor pasa x un FILTRO a la GENTE que te va acompañar en tu CAMPAÑA, RETIRA a PATRICIA CHIRINOS esa INDIVIDUA es de lo PEOR 😡😡",Sospecha media (uno),1,0,1,0.35523507376967367,0,143
444,Por más que lo escucho no le creo nada🤗 no pasa nada el puerco,Normal,0,0,0,0.6953142805484323,0,62
445,"Es mitomano, de seguro su viejo lo vio de vago y lo puso a chambear en su empresa de Piura",Normal,0,0,0,0.4380767764433507,0,90
446,"¿Alguien le cree?
¿Doce mil dólares moliendo azúcar?
¿A quién pretende engañar?
Seguro todos los peruanos recibimos una concesión del Estado, nos volvimos millonarios y por eso nos podemos sentir identificados con él.
Ahora que se ha hecho millonario que pague sus impuestos, sinvergüenza",Alta sospecha (ambos),2,1,1,0.3511031611098476,0,288
447,potencia brutal 🐀,Normal,0,0,0,1.0,0,17
448,"claro o sea después decir, cómo deseo que el dólar suba para que los pobres sufran, eso es el enfermo",Normal,0,0,0,0.40672567963228795,0,101
449,porky presidente,Normal,0,0,0,1.0,1,16
450,Cuando fujimori era presidente le regaló los trenes de machu pichu y el hotel del cuzco que ya se vencio la fecha para devolverlos pero se escuda en sus abogados con leguyadas para no entregarlos asi cualquiera se hace millonario,Normal,0,0,0,0.40085142748288627,0,229
451,No te basta todas las mentiras que dijo antes de ser alcalde dónde está lima la ciudad del primer mundo ?,Normal,0,0,0,0.3645787724998329,0,105
452,"ESTE INEPTO COMO VA SER EMPRESARIO EXITOSO SI LIMA LO DEJO UNA DESCRACIA TAMBIEN MUNICIPALIDAD DE LIMA ES EMPRESA NO ERES EMORESARIO ERES TESTAFERRO DE LA KEIKO MENTIROSO MAFIOSO NO DAR NI UN VOTO A ESTE SEÑOR QUE ENGAÑA AL PUEBLO SOLO LO HACE CON DINERO PAGANDO
CUANDO NO ESTE TIPA OPERADOR POLITICO LEIVA SICARIO DE LA INFORMACION .",Alta sospecha (ambos),2,1,1,0.3365663420550658,0,334
453,"Falso vengan averiguar al distrito de Pomalca, provincia de Chiclayo, su padre era hombre de confianza de los hacendados de la Azucarera Pomalca (Los Piedras)",Normal,0,0,0,0.5974239319900828,0,158
454,Mi futuro presidente del Perú! Porky!,Normal,0,0,0,0.9698488188747741,0,37
455,Horror! tal para cuál,Normal,0,0,0,0.37408659459684485,0,21
456,deja obras inconclusas.....trae trenes solo para almacenarlos y luego no van a servir para nada...mientras que chile ya tiene su primer tren bala y eléctrico y este corrupto nos trae pura chatarra...a ran los ojos..pulpines,Normal,0,0,0,0.26422979150301223,0,223
457,de abajo señores salio de abajo como muchosnperuanos,Normal,0,0,0,0.7174679944936402,0,52
458,te vinculan con keiko que tienes que decir?😡😡,Sospecha media (uno),1,0,1,0.5055418328489972,0,45
459,"VIVA LOS RIOS DE AMOR!! PORKY PROXIMO PRESIDENTE DEL PERÚ 2026 !!🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵💯
La gente despertó del letargo y se dio cuenta que con  la izquierda  y los rojos ...no se avanza.
Las obras de Porky hablan por sí solas.
Vamos a cuidar los votos de RENOVACION POPULAR ya que un congreso dividido sin contar con mayoría entorpece la gestión de Presidente.
Tenemos que ganar con una diferencia arrolladora.",Alta sospecha (ambos),2,1,1,1.0,1,405
460,"El PERU🇵🇪 AVANZA
PORKY PRESIDENTE DEL 🇵🇪 del 2026 AL 2036",Alta sospecha (ambos),2,1,1,1.0,1,57
461,Ing Rafael López Aliaga presidente del Perú 🇵🇪🌊🌊🌊,Normal,0,0,0,0.8251064868594421,0,49
462,rafo elimina la excesiva burocracia del estado y seguro te la llevas en una,Normal,0,0,0,0.398708638916324,0,75
463,"Mi presi que sí hace obras, él sí irá a verificar que se hagan las obras en provincia ya que ya que el suele ir a supervisar las obras que están en proceso ya que es necesario ir porque los alcaldes regionales usan a su conveniencia lo que se destina a estas obras",Normal,0,0,0,0.37103375906427327,0,264
464,esta confesando el origen de su síndrome,Normal,0,0,0,0.4742848262381152,0,40
465,porki presidente,Normal,0,0,0,1.0,1,16
466,"MI BOTO ES PARA USTD
Y MANO DURO CON LOS MALANDROS
Y LA PENCION PARA LOS VIEJITOS DE LA TERSERA EDAD A TODOS",Normal,0,0,0,0.43069918626446596,0,108
467,es un chiste este personaje todo lo que ase para no ir a la carcel,Normal,0,0,0,0.3617170801271817,0,66
468,como puede ser potencia el peru si trajo trenes viejos y los amontono en el parque de la muralla,Normal,0,0,0,0.37450296791154597,0,96
469,EL PORKY EZ NUESTRO COMPATRIOT que quiere que PERU SEA UN PAIS MODERNO . POR ESO ASE MUCHAS OBRAS NO NECESITA ROBAR PORQUE EL ES MILLONARIO JUBILADO EN EEUU.,Normal,0,0,0,0.4037410442941547,0,157
470,Gordito tan lindo.Contando su historia..Dios lo bendiga,Normal,0,0,0,0.7718348501409019,0,55
471,habla somceras,Normal,0,0,0,0.0,0,14
472,Gamelate,Normal,0,0,0,0.0,0,8
473,su viejo era acendado xd con esto no desmerito es esfuerzo pero tampoco puede decir que viene de abajo,Normal,0,0,0,0.4322042102535302,0,102
474,recontra fujimorista ese porky,Normal,0,0,0,0.541487096664335,0,30
475,por el eso los zurdos odian a los emprendedores a los q de verdad vienen abajo.... como son tan bru. tos para crear riqueza envidian a del otro q si lo logro,Normal,0,0,0,0.5085483173771291,0,157
